Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2022-01-01T00:00+01:00,3201.78,9514.03,38543.47,50.05
2022-01-01T01:00+01:00,3344.15,9445.26,37281.39,41.33
2022-01-01T02:00+01:00,3340.75,9384.25,35971.11,43.22
2022-01-01T03:00+01:00,3341.08,9357.1,34533.01,45.46
2022-01-01T04:00+01:00,3335.16,9374.84,33183.42,37.67
2022-01-01T05:00+01:00,3338.23,9447.02,31540.76,39.7
2022-01-01T06:00+01:00,3336.58,9693.03,30446.23,40.59
2022-01-01T07:00+01:00,3333.74,10005.25,30302.34,43.26
2022-01-01T08:00+01:00,3338.67,10394.1,28618.49,49.66
2022-01-01T09:00+01:00,3324.29,10533.1,28648.9,70.05
2022-01-01T10:00+01:00,3330.23,10806.56,29472.93,76.79
2022-01-01T11:00+01:00,3337.02,10913.56,29867,84.1
2022-01-01T12:00+01:00,3347.26,11179.11,30543.45,94.74
2022-01-01T13:00+01:00,3340.85,10920.63,29599.54,96.8
2022-01-01T14:00+01:00,3270.57,11258.83,27206.11,97.17
2022-01-01T15:00+01:00,3329.91,13311.24,24759.76,101
2022-01-01T16:00+01:00,3335.19,14689.91,23557.57,126.6
2022-01-01T17:00+01:00,3338.59,15344.22,25334.44,149.97
2022-01-01T18:00+01:00,3344.02,15770.65,27416.85,146.33
2022-01-01T19:00+01:00,3344.13,15534.22,29625.31,140.28
2022-01-01T20:00+01:00,3350.59,14286.08,31057.19,121.88
2022-01-01T21:00+01:00,3346.68,13132.62,31359.54,102.61
2022-01-01T22:00+01:00,3347.85,12634.8,31774.71,97.46
2022-01-01T23:00+01:00,3353.48,11318.42,32379.1,85.16
2022-01-02T00:00+01:00,3346.53,9867.91,32912.16,57.08
2022-01-02T01:00+01:00,3189.86,9765.84,32275.5,52.59
2022-01-02T02:00+01:00,3262.45,9611.95,31335.14,48.97
2022-01-02T03:00+01:00,3291.34,9498.44,31490.42,34.94
2022-01-02T04:00+01:00,3342.23,9512.09,30834.98,29.56
2022-01-02T05:00+01:00,3326.86,9525,31533.73,33.97
2022-01-02T06:00+01:00,3305.77,9537.69,31544.12,34.52
2022-01-02T07:00+01:00,3334.1,9581.57,31725.79,41.8
2022-01-02T08:00+01:00,3352.2,9652.86,34601.63,48.95
2022-01-02T09:00+01:00,3333.73,9600.68,36424.62,60.01
2022-01-02T10:00+01:00,3356.25,9630.99,40354,70.09
2022-01-02T11:00+01:00,3369.17,9522.64,43901.78,66.26
2022-01-02T12:00+01:00,3360.16,9507.28,47247.16,64.54
2022-01-02T13:00+01:00,3356.03,9539.8,46873.25,46.96
2022-01-02T14:00+01:00,3340.91,9514.04,47208.23,40.01
2022-01-02T15:00+01:00,3345.02,9553.59,46722.03,29.11
2022-01-02T16:00+01:00,3335.04,9551.69,46524.59,32.76
2022-01-02T17:00+01:00,3340.31,9785.02,48297.03,42.97
2022-01-02T18:00+01:00,3335.39,9805.37,49057.41,60.96
2022-01-02T19:00+01:00,3322.81,9707.59,48761.94,60.94
2022-01-02T20:00+01:00,3328.47,9761.01,47513.37,54.12
2022-01-02T21:00+01:00,3308.16,9503.94,46324.57,46.16
2022-01-02T22:00+01:00,3342.41,9638.64,43525.01,46.29
2022-01-02T23:00+01:00,3352.42,9396.69,42319.94,32.93
2022-01-03T00:00+01:00,3338.96,9579.22,41668.03,0.31
2022-01-03T01:00+01:00,3327.05,9831.39,39730.27,-0.01
2022-01-03T02:00+01:00,3165.49,9682.24,39368.75,-0.07
2022-01-03T03:00+01:00,3128.96,9623.69,36651.35,-1.05
2022-01-03T04:00+01:00,3094.87,9708.33,38176.62,-1
2022-01-03T05:00+01:00,3300.34,9989.19,41729,0.32
2022-01-03T06:00+01:00,3314.78,11136.16,48106.87,37.55
2022-01-03T07:00+01:00,3306.92,13283.88,50309.21,88.76
2022-01-03T08:00+01:00,3326.79,15684.22,48955.36,122.93
2022-01-03T09:00+01:00,3340.94,17501.3,49476.25,110.17
2022-01-03T10:00+01:00,3346.48,18534.79,50680.58,93.38
2022-01-03T11:00+01:00,3371.77,18491.39,52848.74,90.73
2022-01-03T12:00+01:00,3779.66,18354.28,54086.24,82.37
2022-01-03T13:00+01:00,4015.19,18419.85,52436.74,80.9
2022-01-03T14:00+01:00,4037.72,18882.48,50553.36,80.99
2022-01-03T15:00+01:00,4037.58,20029.7,47433.19,98.05
2022-01-03T16:00+01:00,4037.65,21098.62,45503.11,123.51
2022-01-03T17:00+01:00,4037.87,21675.21,44497.91,148.49
2022-01-03T18:00+01:00,4042.21,22083.4,44505.92,138
2022-01-03T19:00+01:00,4045.9,22300.62,44050.86,117.64
2022-01-03T20:00+01:00,4045.73,22432.89,41691.2,117.71
2022-01-03T21:00+01:00,4050.27,22354.59,39811.97,95.95
2022-01-03T22:00+01:00,4046.18,22257.05,37445.1,105.68
2022-01-03T23:00+01:00,4058.52,21881.62,35769.9,95.26
2022-01-04T00:00+01:00,4059.02,22146.33,33472.71,103.7
2022-01-04T01:00+01:00,4053.46,21896.1,32566.99,108.27
2022-01-04T02:00+01:00,4059.02,21048.97,30615.32,105.92
2022-01-04T03:00+01:00,4059.07,21168.37,28648.58,103.41
2022-01-04T04:00+01:00,4058.84,22422.88,26393.09,102.71
2022-01-04T05:00+01:00,4050.51,23887.99,24888.08,114.23
2022-01-04T06:00+01:00,4050.51,26724.66,24202.59,156.91
2022-01-04T07:00+01:00,4046.62,30364.43,23840.44,182.64
2022-01-04T08:00+01:00,4048.38,32073.18,23313.61,178.91
2022-01-04T09:00+01:00,4059.22,33537.63,22669.56,190
2022-01-04T10:00+01:00,4058.65,34071.6,23391.37,189.88
2022-01-04T11:00+01:00,4057.98,34193.41,24133.16,182.42
2022-01-04T12:00+01:00,4048.6,34536.37,25895.33,182.46
2022-01-04T13:00+01:00,4042.9,34605.65,27015.43,179.59
2022-01-04T14:00+01:00,4042.19,34089.79,27693.39,179
2022-01-04T15:00+01:00,4044.83,33928.43,27360.31,180.93
2022-01-04T16:00+01:00,4052.47,33945.3,27493.92,166.69
2022-01-04T17:00+01:00,4057.39,34249.17,28361.8,189.88
2022-01-04T18:00+01:00,4054.24,34203.18,28572.07,184.94
2022-01-04T19:00+01:00,4064.15,34043.94,28606.96,178.99
2022-01-04T20:00+01:00,4070.88,33076.95,29387.74,156.12
2022-01-04T21:00+01:00,4074.41,31207.31,29434.66,140.92
2022-01-04T22:00+01:00,4081.84,30333.4,28637.77,137.92
2022-01-04T23:00+01:00,4080.4,29527.06,29141.44,97.56
2022-01-05T00:00+01:00,4083.28,26424.81,29683.19,105.31
2022-01-05T01:00+01:00,4086.43,24385.29,31187.3,97.29
2022-01-05T02:00+01:00,4088.54,23057.14,32785.25,84.5
2022-01-05T03:00+01:00,4090.7,21082.19,35348.59,75.38
2022-01-05T04:00+01:00,4090.71,21037.34,36918.51,79.11
2022-01-05T05:00+01:00,4088.03,22636.11,38431.76,94.79
2022-01-05T06:00+01:00,4069.12,24628.88,41346.66,99.16
2022-01-05T07:00+01:00,4067.49,26356.9,42579.04,101.15
2022-01-05T08:00+01:00,4069,26505.41,44327.2,129.56
2022-01-05T09:00+01:00,4085.18,25318.63,46394.7,113.37
2022-01-05T10:00+01:00,4077.18,25177.76,49378.34,94.43
2022-01-05T11:00+01:00,4077.38,24872.59,53005.08,98.1
2022-01-05T12:00+01:00,4085.12,23720.61,54682.98,95.68
2022-01-05T13:00+01:00,4084.41,23254.52,55446.99,96.8
2022-01-05T14:00+01:00,4077.24,23659.84,53611.75,107.32
2022-01-05T15:00+01:00,4078.48,24773.09,50474.9,119.48
2022-01-05T16:00+01:00,4072.22,25542.88,48583.85,137.28
2022-01-05T17:00+01:00,4075.78,26058.78,45315.19,148.09
2022-01-05T18:00+01:00,4080.34,26296.57,44989.69,139.88
2022-01-05T19:00+01:00,4082.72,25840.81,44330.32,135.75
2022-01-05T20:00+01:00,4084.04,24674.68,43060.02,119.93
2022-01-05T21:00+01:00,4086.59,23698.22,40697.5,98.09
2022-01-05T22:00+01:00,4086.89,23768.91,38971.63,118.71
2022-01-05T23:00+01:00,4091.23,23215.08,37745.28,99.68
2022-01-06T00:00+01:00,4089.41,21522.04,36524.78,99.85
2022-01-06T01:00+01:00,4095.1,21725.06,34628.83,101.32
2022-01-06T02:00+01:00,4091.19,23436.09,32994.75,110.01
2022-01-06T03:00+01:00,4091.05,24224.5,31045.27,111.55
2022-01-06T04:00+01:00,4022.44,25535.15,28628.52,123.37
2022-01-06T05:00+01:00,3986.75,27148.93,27005.48,149.94
2022-01-06T06:00+01:00,3985.42,29242.66,25372.23,185.92
2022-01-06T07:00+01:00,3990.08,31668.01,22214.09,228.25
2022-01-06T08:00+01:00,3989.25,33779.06,20122.75,228.92
2022-01-06T09:00+01:00,3962.2,34223.57,19687.99,212.9
2022-01-06T10:00+01:00,3960.73,33649.05,21408.33,215.5
2022-01-06T11:00+01:00,3956.4,33460.17,23737.01,231.9
2022-01-06T12:00+01:00,3961.64,33395.51,24747.13,226
2022-01-06T13:00+01:00,3982.31,33229.51,24460.22,209.2
2022-01-06T14:00+01:00,4068.11,33088.83,21764.9,216.06
2022-01-06T15:00+01:00,4091.22,34015.55,17456.12,230.77
2022-01-06T16:00+01:00,4088.32,34340.96,14544.92,245.95
2022-01-06T17:00+01:00,4090.28,34443.03,17899.03,274.11
2022-01-06T18:00+01:00,4088.26,34235.47,21361.58,273.44
2022-01-06T19:00+01:00,4086.54,33913.6,24676.25,245.48
2022-01-06T20:00+01:00,4089.63,32661.05,27692.44,226.14
2022-01-06T21:00+01:00,4089.2,29751.95,29596.62,208.31
2022-01-06T22:00+01:00,4091.11,28522.78,29867.52,178.75
2022-01-06T23:00+01:00,4093.69,27858.32,30629.9,124.7
2022-01-07T00:00+01:00,4091.92,26609.02,31569.54,128.92
2022-01-07T01:00+01:00,4091.7,25212.39,32337.4,118.4
2022-01-07T02:00+01:00,4092.28,24598.57,33532.27,103.01
2022-01-07T03:00+01:00,4096.18,23711.03,34887.53,101.91
2022-01-07T04:00+01:00,4094.27,23968.67,35922.08,101.98
2022-01-07T05:00+01:00,4083.6,25414.77,36486.38,114.99
2022-01-07T06:00+01:00,4079.73,27855.65,38337.3,140.19
2022-01-07T07:00+01:00,4076.98,29566.43,39942,152.64
2022-01-07T08:00+01:00,4087.09,30662.98,40758.14,160.97
2022-01-07T09:00+01:00,4095.03,31354.27,41085.68,161.85
2022-01-07T10:00+01:00,4097.26,31597.8,41778.39,161.37
2022-01-07T11:00+01:00,4093.05,31660.12,42254.54,166.06
2022-01-07T12:00+01:00,4095.54,31932.2,41806.51,166.54
2022-01-07T13:00+01:00,4093.81,32336.71,40078.2,166.04
2022-01-07T14:00+01:00,4093.22,32080.04,37598.6,169.43
2022-01-07T15:00+01:00,4093.14,32401.13,34215.16,189.7
2022-01-07T16:00+01:00,4091.65,32267.74,32614.05,201.97
2022-01-07T17:00+01:00,4056.99,32367.08,32415.55,243.11
2022-01-07T18:00+01:00,3987.72,32450.35,31176.92,253.81
2022-01-07T19:00+01:00,3997.01,32248.49,30550.6,237.05
2022-01-07T20:00+01:00,3994.47,31255.04,29468.45,224.33
2022-01-07T21:00+01:00,4082.21,31225.67,28845.8,213.81
2022-01-07T22:00+01:00,4097.38,30954.73,27513.7,185.94
2022-01-07T23:00+01:00,4095.96,29262.45,26634.4,148.32
2022-01-08T00:00+01:00,4093.11,28102.17,25373.01,164.17
2022-01-08T01:00+01:00,3974.24,28187.89,25013.14,152.83
2022-01-08T02:00+01:00,3974.19,28245.49,24187.52,166
2022-01-08T03:00+01:00,3975.87,27975.75,24273.35,160.86
2022-01-08T04:00+01:00,3981.63,28311.03,23181.54,160
2022-01-08T05:00+01:00,4095.52,28512.02,23226.5,154.3
2022-01-08T06:00+01:00,4081.54,28723.69,23953.52,166
2022-01-08T07:00+01:00,4079.86,28793.89,23818.76,182.91
2022-01-08T08:00+01:00,4089.6,29491.17,24670.55,215.89
2022-01-08T09:00+01:00,4089.19,29787.55,26629.77,231
2022-01-08T10:00+01:00,4089.93,29350.99,27501.29,228.95
2022-01-08T11:00+01:00,4088.09,29373.42,30173.46,215.39
2022-01-08T12:00+01:00,4088.77,29244.36,32355.67,206.68
2022-01-08T13:00+01:00,4089.53,28954.49,34482.89,185
2022-01-08T14:00+01:00,4086.66,28525.15,35414.15,169.52
2022-01-08T15:00+01:00,4086.43,28433.13,34428.26,162.8
2022-01-08T16:00+01:00,4088.05,28241.23,34994.91,161.34
2022-01-08T17:00+01:00,4087.67,28028.4,37345.76,189.9
2022-01-08T18:00+01:00,4090.48,27772.87,39956.65,170.71
2022-01-08T19:00+01:00,4091.32,25940.59,41770.47,140.23
2022-01-08T20:00+01:00,4093.78,23115,43175.87,102.54
2022-01-08T21:00+01:00,4093.86,21290.51,43867.98,102.18
2022-01-08T22:00+01:00,4088.2,20959.85,43348.53,102.29
2022-01-08T23:00+01:00,4090.23,19114.81,43375.96,90.05
2022-01-09T00:00+01:00,4091.91,17183.99,42588.52,85.03
2022-01-09T01:00+01:00,4094.98,16533.05,41710.89,84.4
2022-01-09T02:00+01:00,4095.11,15619.06,38712.15,80.24
2022-01-09T03:00+01:00,4095.48,14458.07,38197.9,55.46
2022-01-09T04:00+01:00,3596.72,14853.3,36787.93,49.29
2022-01-09T05:00+01:00,2992.91,15077.88,35587.93,50.64
2022-01-09T06:00+01:00,2665.02,16123.15,36249.28,74.29
2022-01-09T07:00+01:00,2660.66,17866.82,36968.96,84.44
2022-01-09T08:00+01:00,2658.13,20650.38,36414.49,97.26
2022-01-09T09:00+01:00,2655.56,24034.48,36333.42,119.97
2022-01-09T10:00+01:00,2660.55,25670.96,36289.19,134.96
2022-01-09T11:00+01:00,2662.7,26493.99,37058.28,149.4
2022-01-09T12:00+01:00,2667.56,26562.04,36085.5,165.13
2022-01-09T13:00+01:00,2664.34,26829.28,34766.6,165.06
2022-01-09T14:00+01:00,2667.85,27003.95,31670.86,170.09
2022-01-09T15:00+01:00,2665.56,28038.54,28258.38,189.04
2022-01-09T16:00+01:00,2662.71,30357.15,25907.61,190.96
2022-01-09T17:00+01:00,2669.19,31363.94,24191.8,223.3
2022-01-09T18:00+01:00,2672.25,32387.7,22961.3,243.94
2022-01-09T19:00+01:00,2669.11,33248.45,21814.65,240
2022-01-09T20:00+01:00,2669.7,33667.09,21022.19,230.82
2022-01-09T21:00+01:00,2666.8,33885.61,20067.8,214.02
2022-01-09T22:00+01:00,2667.99,33890.41,18388.41,215.88
2022-01-09T23:00+01:00,2669.67,33384.15,17388.24,203.8
2022-01-10T00:00+01:00,2664.38,33630.18,15756.88,196.23
2022-01-10T01:00+01:00,2670.37,34058.08,14438.13,191.85
2022-01-10T02:00+01:00,2671.27,34185.24,13387.78,195.91
2022-01-10T03:00+01:00,2671.45,34457.72,12287.5,186.66
2022-01-10T04:00+01:00,2671.97,34683.82,11536.15,178.04
2022-01-10T05:00+01:00,2674.59,35440.09,11157.17,191.65
2022-01-10T06:00+01:00,2673.5,36670.45,10886.41,237.44
2022-01-10T07:00+01:00,2675.02,38651.47,10637.37,299.95
2022-01-10T08:00+01:00,2677.68,40287.23,10851.55,313.92
2022-01-10T09:00+01:00,2674.21,40754.09,11341.52,315
2022-01-10T10:00+01:00,2675.09,40730.9,12835.88,310.41
2022-01-10T11:00+01:00,2674.73,40571.8,14382.94,310.08
2022-01-10T12:00+01:00,2675.54,40736.05,15245.21,300
2022-01-10T13:00+01:00,2673.83,41005.22,15129.67,297.01
2022-01-10T14:00+01:00,2675.84,40920.16,13708.31,299.96
2022-01-10T15:00+01:00,2677.02,41068.53,11564.32,306.45
2022-01-10T16:00+01:00,2672.86,41251.81,9870.96,302.73
2022-01-10T17:00+01:00,2668.93,41195.47,9863.44,315.47
2022-01-10T18:00+01:00,2666,41209.88,10028.53,310.82
2022-01-10T19:00+01:00,2673.13,41111.23,10314.53,294.98
2022-01-10T20:00+01:00,2672.29,39609.56,10484.83,267.45
2022-01-10T21:00+01:00,2690.89,38786.03,10414.93,242.29
2022-01-10T22:00+01:00,3049.02,38343.12,10394.55,217.03
2022-01-10T23:00+01:00,3098.72,38042.34,10411.03,195.83
2022-01-11T00:00+01:00,3851.6,37261.63,10846.42,210.34
2022-01-11T01:00+01:00,4000.88,36701.03,11248.69,202.42
2022-01-11T02:00+01:00,4004.1,36281.1,11219.81,197.6
2022-01-11T03:00+01:00,4007.93,36438.09,11317.79,193
2022-01-11T04:00+01:00,4084.87,36628.01,11884.19,194.9
2022-01-11T05:00+01:00,4086.04,36825.91,12188.25,204.45
2022-01-11T06:00+01:00,4086.05,38812.26,13062.29,237.13
2022-01-11T07:00+01:00,4086.1,39828.63,14046.35,298.68
2022-01-11T08:00+01:00,4081.14,40150.29,15363.63,302.02
2022-01-11T09:00+01:00,4084.19,40274.53,16939.88,297.16
2022-01-11T10:00+01:00,4089.15,40179.17,19653.39,277.02
2022-01-11T11:00+01:00,4087.85,39932.04,23063.16,266.43
2022-01-11T12:00+01:00,4087.69,39256.24,24861.78,254.92
2022-01-11T13:00+01:00,4080.05,39689.08,23811.38,248.89
2022-01-11T14:00+01:00,4084.91,39675.93,21647.38,255.01
2022-01-11T15:00+01:00,4078.77,39882.17,18495.53,277.9
2022-01-11T16:00+01:00,4071.52,40185.15,16251.96,289.94
2022-01-11T17:00+01:00,4073.91,40989.93,16306.07,316.4
2022-01-11T18:00+01:00,4080.57,41372.29,16508.85,315.9
2022-01-11T19:00+01:00,4084.76,41120.07,15976.21,309.2
2022-01-11T20:00+01:00,4064.68,40617.38,15907.71,285.33
2022-01-11T21:00+01:00,3995.03,39533.03,15142.5,245.44
2022-01-11T22:00+01:00,3810.94,39172.13,14073.1,237.27
2022-01-11T23:00+01:00,3811.25,38283.45,13509.82,212.49
2022-01-12T00:00+01:00,3754.68,37888.29,13190.94,196.65
2022-01-12T01:00+01:00,3749.76,37539.99,12721.6,187.1
2022-01-12T02:00+01:00,3747.61,36735.22,12505.27,184.27
2022-01-12T03:00+01:00,3750.17,36829.06,12203.82,179.58
2022-01-12T04:00+01:00,3750.11,37023.87,12022.92,178.33
2022-01-12T05:00+01:00,3750.67,37746.3,11580.61,193.5
2022-01-12T06:00+01:00,3746.69,39596.15,11524.21,240.56
2022-01-12T07:00+01:00,3740.58,40319.26,11505.3,273.18
2022-01-12T08:00+01:00,3845.78,40781.48,11537.02,300.1
2022-01-12T09:00+01:00,4010.01,41322.53,12923.72,292.74
2022-01-12T10:00+01:00,4089.36,41100.47,15768.53,275.5
2022-01-12T11:00+01:00,4097.97,40465.59,18719.77,258.65
2022-01-12T12:00+01:00,4097.45,40670.94,21295.59,245.11
2022-01-12T13:00+01:00,4096.25,40417.37,21784.46,232.08
2022-01-12T14:00+01:00,4093.7,40312.01,20770.36,234.77
2022-01-12T15:00+01:00,4096.87,40291.52,18823.69,240.01
2022-01-12T16:00+01:00,4085.93,40710.56,17086.78,255
2022-01-12T17:00+01:00,4088.02,41082.1,18098.11,284.82
2022-01-12T18:00+01:00,4091.03,40782.75,19042.21,285.97
2022-01-12T19:00+01:00,4096.04,40117.78,19582.03,269.03
2022-01-12T20:00+01:00,4100.63,39368.27,20793.85,235.25
2022-01-12T21:00+01:00,4098.79,39024.27,22369.23,191.5
2022-01-12T22:00+01:00,4098.06,37874.95,22521.15,193.69
2022-01-12T23:00+01:00,4100.31,35564.23,22888.81,172.18
2022-01-13T00:00+01:00,4100.09,32865.42,23720.82,173.14
2022-01-13T01:00+01:00,4096.2,31916.99,24784.36,161.69
2022-01-13T02:00+01:00,4095.39,31449.32,26220.25,153.58
2022-01-13T03:00+01:00,4096.72,31433.5,27253.66,147.07
2022-01-13T04:00+01:00,4094.87,31495.64,27920.24,152.47
2022-01-13T05:00+01:00,4095.54,32222.99,28512.18,171.26
2022-01-13T06:00+01:00,4094.75,33903.35,29424.12,192.03
2022-01-13T07:00+01:00,4090.97,36821,29534.45,215.24
2022-01-13T08:00+01:00,4090.61,37342.67,29347.19,235.9
2022-01-13T09:00+01:00,4094.45,37373.03,29952.93,219.99
2022-01-13T10:00+01:00,4093.55,36917.2,32311.59,180.08
2022-01-13T11:00+01:00,4096.14,36639.52,35568.73,170.16
2022-01-13T12:00+01:00,4092.48,36189.74,38158.17,152.53
2022-01-13T13:00+01:00,4091.68,35798.75,38339.57,134.13
2022-01-13T14:00+01:00,4091.65,35517.26,37502.53,171.01
2022-01-13T15:00+01:00,4091.82,35988.95,34302.89,201.59
2022-01-13T16:00+01:00,4091.87,36500,31659.94,205.38
2022-01-13T17:00+01:00,4092.53,36572.31,30640.22,220.3
2022-01-13T18:00+01:00,4093.14,36773.96,30761.67,212.76
2022-01-13T19:00+01:00,4092.29,36866.81,31102.34,210
2022-01-13T20:00+01:00,4098.64,35614.82,31539.17,192.69
2022-01-13T21:00+01:00,4090.76,33409.46,31807.85,164.46
2022-01-13T22:00+01:00,4094.11,32335.09,31243.03,164.2
2022-01-13T23:00+01:00,4093.94,30478.28,32577.42,122.09
2022-01-14T00:00+01:00,4087.38,29763.14,32889.99,120.04
2022-01-14T01:00+01:00,4095.12,29086.48,32667.59,110.03
2022-01-14T02:00+01:00,4096.84,27735,32332.98,108.24
2022-01-14T03:00+01:00,4097.23,27572.88,32411.61,107.46
2022-01-14T04:00+01:00,4095.95,27989.27,32187.09,109.82
2022-01-14T05:00+01:00,4090.96,29898.66,32469.78,140.52
2022-01-14T06:00+01:00,4084.73,33441.39,33329.31,176.04
2022-01-14T07:00+01:00,4090.04,36389.62,32387.07,190.97
2022-01-14T08:00+01:00,4089.97,36776.65,32411.49,216.99
2022-01-14T09:00+01:00,4093.09,36812.42,33592.6,196.91
2022-01-14T10:00+01:00,4091.89,36682.51,35701.82,162.92
2022-01-14T11:00+01:00,4088.64,36148.38,37482.46,160.04
2022-01-14T12:00+01:00,4090.04,36434.85,37163.87,154.01
2022-01-14T13:00+01:00,4087.19,37329.76,36314.28,152.29
2022-01-14T14:00+01:00,4084.83,37570.83,34138.27,186.94
2022-01-14T15:00+01:00,4081.39,38490.94,29676.47,217.18
2022-01-14T16:00+01:00,4072.97,39093.02,24845.98,224.91
2022-01-14T17:00+01:00,4078.58,40018.01,23124.32,262
2022-01-14T18:00+01:00,4082.81,40707.34,20872,260.04
2022-01-14T19:00+01:00,4085.3,40859.12,18789.66,234.32
2022-01-14T20:00+01:00,3976.87,40463.37,16899.98,215.04
2022-01-14T21:00+01:00,3921.31,40144.75,15114.79,204.39
2022-01-14T22:00+01:00,3927.57,39776.28,13651.77,194.29
2022-01-14T23:00+01:00,3926.46,39176.91,12704.97,184.9
2022-01-15T00:00+01:00,3936.43,36892.71,12475.35,222.01
2022-01-15T01:00+01:00,3942.34,35423.32,12500.31,205.08
2022-01-15T02:00+01:00,3930.92,34759.48,12346.89,194.62
2022-01-15T03:00+01:00,3928.92,33817.71,12178.42,182.64
2022-01-15T04:00+01:00,3925.1,34101.82,11626.23,187.83
2022-01-15T05:00+01:00,3920.88,34342.28,11526.25,190.58
2022-01-15T06:00+01:00,3914.97,35143.16,11278.48,190.27
2022-01-15T07:00+01:00,3910.61,36400.62,11011.75,204.46
2022-01-15T08:00+01:00,4010.41,36994.16,10770.72,212.84
2022-01-15T09:00+01:00,4016.58,37676.42,11643.07,230
2022-01-15T10:00+01:00,4018.06,37752,13805.75,222.39
2022-01-15T11:00+01:00,4014.94,37788.25,16012.19,214.92
2022-01-15T12:00+01:00,4017.17,37708.76,16690.29,208.43
2022-01-15T13:00+01:00,4015.52,37615.36,16016.63,200
2022-01-15T14:00+01:00,4008.43,37707.6,14635.46,203.09
2022-01-15T15:00+01:00,4005.83,37776.58,12304.42,213.98
2022-01-15T16:00+01:00,4004.76,37786,10413.64,226.32
2022-01-15T17:00+01:00,4013.91,38128.68,10173.31,260
2022-01-15T18:00+01:00,4013.24,38112.34,10436.81,267.03
2022-01-15T19:00+01:00,4012.7,37907.85,11365.33,261.41
2022-01-15T20:00+01:00,4011.54,37522.45,11863.04,243.62
2022-01-15T21:00+01:00,4014.57,36365.16,13082.96,220.1
2022-01-15T22:00+01:00,4011.7,35670.64,13751.69,212.85
2022-01-15T23:00+01:00,4015.75,33688.83,14012.68,209.41
2022-01-16T00:00+01:00,4024.4,30788.23,14433.57,225.92
2022-01-16T01:00+01:00,4103.16,29551.48,14814.19,216
2022-01-16T02:00+01:00,4104.14,29168.1,15646.38,189.49
2022-01-16T03:00+01:00,4104.9,28929.82,16395.24,181.98
2022-01-16T04:00+01:00,4102.81,28138.02,18431.95,174.98
2022-01-16T05:00+01:00,4103.63,28034.1,19408.56,165.91
2022-01-16T06:00+01:00,4099.17,27340.17,20441.15,118.71
2022-01-16T07:00+01:00,4099.82,27204.17,21469.03,119.45
2022-01-16T08:00+01:00,4099.83,27143.3,24298.27,125.86
2022-01-16T09:00+01:00,4104.26,27355.15,27681.41,129.46
2022-01-16T10:00+01:00,4100.06,27094.44,30519.42,125.99
2022-01-16T11:00+01:00,4095.02,27239.09,33528.7,131.83
2022-01-16T12:00+01:00,4094.3,26253.17,36551.05,123.01
2022-01-16T13:00+01:00,4092.67,25532.88,37605.41,122.49
2022-01-16T14:00+01:00,4092.39,25359.31,37335.05,102.67
2022-01-16T15:00+01:00,4088.93,25445.46,36406.77,121.95
2022-01-16T16:00+01:00,4083.05,25541.47,35052.61,115
2022-01-16T17:00+01:00,4084,25666.19,36222.1,125.42
2022-01-16T18:00+01:00,4085.33,25739.78,36687.52,112.4
2022-01-16T19:00+01:00,4086.36,25502.03,38023.77,97.49
2022-01-16T20:00+01:00,4086.77,24705.11,36667.29,90.14
2022-01-16T21:00+01:00,4083.83,23988.77,37176.05,97.09
2022-01-16T22:00+01:00,4080.01,23682.63,37455.3,93.85
2022-01-16T23:00+01:00,4082.68,22924.89,38143.29,87.2
2022-01-17T00:00+01:00,4036.02,20872.14,38703.92,78.08
2022-01-17T01:00+01:00,3942.24,19026.41,39546.73,34
2022-01-17T02:00+01:00,3948.45,17368.91,40343.16,12.33
2022-01-17T03:00+01:00,3950.61,16429.31,41173.3,10.09
2022-01-17T04:00+01:00,3951.34,17071.16,42153.22,12.83
2022-01-17T05:00+01:00,3945.41,19698.88,42284.15,36.16
2022-01-17T06:00+01:00,4068.08,24136.23,42529.71,92.03
2022-01-17T07:00+01:00,4073.22,26932.3,43340.63,102.8
2022-01-17T08:00+01:00,4072.03,28586.02,43333.82,126
2022-01-17T09:00+01:00,4077.86,29242.34,44330.54,100.9
2022-01-17T10:00+01:00,4076.21,29194.57,45903.92,112.03
2022-01-17T11:00+01:00,4071.6,29448.7,47798.8,111.25
2022-01-17T12:00+01:00,4063.93,29052.05,48134.76,100.58
2022-01-17T13:00+01:00,4068.41,28877.04,47364.26,111.65
2022-01-17T14:00+01:00,4063.85,29080.69,46040.81,127.38
2022-01-17T15:00+01:00,4065.73,30234.86,42509.67,168.85
2022-01-17T16:00+01:00,4059.54,32049.8,39646.06,199.85
2022-01-17T17:00+01:00,4056.27,34306.5,37838.85,249.99
2022-01-17T18:00+01:00,4072.64,35985.16,35546.7,254.37
2022-01-17T19:00+01:00,4071.1,36292.18,32423.12,237.28
2022-01-17T20:00+01:00,4075.26,35939.02,29805.1,220
2022-01-17T21:00+01:00,4077.25,35183.68,27251.19,215.94
2022-01-17T22:00+01:00,4070.78,35273.35,24655.23,209.16
2022-01-17T23:00+01:00,3953.87,33836.37,23900.52,180
2022-01-18T00:00+01:00,3820.8,33650.35,22717.33,188.94
2022-01-18T01:00+01:00,3822.3,33483.04,21956.91,192.68
2022-01-18T02:00+01:00,3823.12,33425.15,21093.35,180.09
